date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team,xg,xga
2022-07-16,20:00,Premier League,Matchweek 1,Sat,Home,D,1,1,Spartak Moscow,44,8051,Andrei Semyonov,4-2-3-1,4-3-3,Vladislav Bezborodov,Match Report,,17,7,,0,0,2022,Akhmat Grozny,,
2022-07-24,20:00,Premier League,Matchweek 2,Sun,Home,W,2,1,Fakel Voronezh,48,8550,Andrei Semyonov,4-2-3-1,3-5-2,Aleksey Amelin,Match Report,,13,6,,0,0,2022,Akhmat Grozny,,
2022-07-30,20:00,Premier League,Matchweek 3,Sat,Away,L,1,2,Sochi,39,3772,Andrei Semyonov,3-4-3,3-1-4-2,Artem Lyubimov,Match Report,,11,5,,0,0,2022,Akhmat Grozny,,
2022-08-06,20:00,Premier League,Matchweek 4,Sat,Home,D,0,0,Zenit,44,9620,Zoran Nižić,3-4-3,4-3-3,Sergey Ivanov,Match Report,,13,6,,0,0,2022,Akhmat Grozny,,
2022-08-14,15:00,Premier League,Matchweek 5,Sun,Away,W,3,1,FC Khimki,43,1250,Zoran Nižić,3-4-3,3-4-3,Kirill Levnikov,Match Report,,21,9,,0,0,2022,Akhmat Grozny,,
2022-08-21,15:00,Premier League,Matchweek 6,Sun,Away,L,2,4,CSKA Moscow,43,13568,Zoran Nižić,3-4-3,3-4-3,Sergey Karasev,Match Report,,11,4,,0,0,2022,Akhmat Grozny,,
2022-08-27,20:00,Premier League,Matchweek 7,Sat,Home,L,1,2,Samara,41,7753,Bernard Berisha,3-4-3,4-4-2,Anton Frolov,Match Report,,8,2,,0,0,2022,Akhmat Grozny,,
2022-09-04,17:30,Premier League,Matchweek 8,Sun,Away,W,2,1,Loko Moscow,29,7862,Rizvan Utsiyev,4-2-3-1,4-2-3-1,Evgeny Turbin,Match Report,,5,4,,0,0,2022,Akhmat Grozny,,
2022-09-10,19:45,Premier League,Matchweek 9,Sat,Home,L,1,3,Nizhny Novgorod,57,7710,Rizvan Utsiyev,4-2-3-1,3-4-3,Pavel Shadykhanov,Match Report,,16,4,,0,1,2022,Akhmat Grozny,,
2022-09-17,14:00 (12:00),Premier League,Matchweek 10,Sat,Away,W,2,1,Ural,40,2888,Rizvan Utsiyev,4-2-3-1,4-2-3-1,Evgeny Kukulyak,Match Report,,13,6,,0,0,2022,Akhmat Grozny,,
2022-10-02,19:00,Premier League,Matchweek 11,Sun,Home,W,2,1,Dynamo Mosc,41,8157,Rizvan Utsiyev,4-2-3-1,4-3-3,Vladislav Bezborodov,Match Report,,10,6,,0,0,2022,Akhmat Grozny,,
2022-10-09,18:30 (16:30),Premier League,Matchweek 12,Sun,Away,L,1,2,Orenburg,48,4512,Bernard Berisha,4-2-3-1,3-4-3,Vladimir Moskalev,Match Report,,17,4,,0,0,2022,Akhmat Grozny,,
2022-10-15,16:30,Premier League,Matchweek 13,Sat,Away,W,3,2,Krasnodar,38,20139,Bernard Berisha,4-2-3-1,4-3-3,Yan Bobrovskiy,Match Report,,13,6,,1,1,2022,Akhmat Grozny,,
2022-10-23,19:00,Premier League,Matchweek 14,Sun,Home,W,1,0,Torpedo Moscow,53,7120,Andrei Semyonov,4-2-3-1,3-4-3,Artem Chistyakov,Match Report,,14,6,,0,0,2022,Akhmat Grozny,,
2022-10-29,16:30,Premier League,Matchweek 15,Sat,Home,L,1,2,Rostov,44,8047,Andrei Semyonov,4-2-3-1,4-1-4-1,Vladislav Bezborodov,Match Report,,16,3,,0,0,2022,Akhmat Grozny,,
2022-11-05,16:30,Premier League,Matchweek 16,Sat,Away,W,2,1,Zenit,23,34565,Andrei Semyonov,4-2-3-1,4-3-3,Pavel Kukuyan,Match Report,,9,2,,0,0,2022,Akhmat Grozny,,
2022-11-11,19:00,Premier League,Matchweek 17,Fri,Away,L,2,3,Nizhny Novgorod,57,4133,Bernard Berisha,4-2-3-1,3-4-3,Aleksey Amelin,Match Report,,14,6,,0,0,2022,Akhmat Grozny,,
2023-03-04,16:30,Premier League,Matchweek 18,Sat,Home,W,3,1,Orenburg,55,4100,Rizvan Utsiyev,4-2-3-1,4-3-3,Evgeny Turbin,Match Report,,26,7,,1,1,2022,Akhmat Grozny,,
2023-03-11,16:30,Premier League,Matchweek 19,Sat,Home,L,0,1,Loko Moscow,64,6322,Rizvan Utsiyev,4-2-3-1,4-2-3-1,Pavel Kukuyan,Match Report,,23,5,,0,0,2022,Akhmat Grozny,,
2023-03-19,17:30 (16:30),Premier League,Matchweek 20,Sun,Away,W,1,0,Samara,48,2324,Rizvan Utsiyev,4-2-3-1,4-4-2,Rafael Shafeev,Match Report,,12,3,,0,0,2022,Akhmat Grozny,,
2023-04-01,16:30,Premier League,Matchweek 21,Sat,Away,D,0,0,Spartak Moscow,29,5849,Rizvan Utsiyev,4-2-3-1,4-4-2,Aleksey Sukhoy,Match Report,,2,1,,0,0,2022,Akhmat Grozny,,
2023-04-08,16:30,Premier League,Matchweek 22,Sat,Home,W,2,0,Ural,42,3965,Rizvan Utsiyev,4-2-3-1,4-3-3,Pavel Shadykhanov,Match Report,,9,5,,0,0,2022,Akhmat Grozny,,
2023-04-16,16:30,Premier League,Matchweek 23,Sun,Away,D,1,1,Fakel Voronezh,45,8885,Rizvan Utsiyev,4-2-3-1,3-4-1-2,Roman,Match Report,,11,4,,0,0,2022,Akhmat Grozny,,
2023-04-23,16:30,Premier League,Matchweek 24,Sun,Home,W,1,0,Sochi,45,4431,Rizvan Utsiyev,4-2-3-1,3-4-3,Artur Fedorov,Match Report,,17,6,,0,0,2022,Akhmat Grozny,,
2023-04-29,16:30,Premier League,Matchweek 25,Sat,Home,L,1,3,CSKA Moscow,56,4527,Andrei Semyonov,4-2-3-1,3-4-3,Aleksey Amelin,Match Report,,15,3,,0,0,2022,Akhmat Grozny,,
2023-05-06,16:30,Premier League,Matchweek 26,Sat,Away,W,5,1,Torpedo Moscow,39,647,Andrei Semyonov,4-2-3-1,4-3-3,Evgeny Turbin,Match Report,,23,10,,0,0,2022,Akhmat Grozny,,
2023-05-14,16:30,Premier League,Matchweek 27,Sun,Away,W,3,0,Dynamo Mosc,38,7091,Andrei Semyonov,4-2-3-1,4-3-3,Vladimir Moskalev,Match Report,,14,5,,0,0,2022,Akhmat Grozny,,
2023-05-20,19:00,Premier League,Matchweek 28,Sat,Home,W,3,0,FC Khimki,41,5154,Rizvan Utsiyev,4-2-3-1,3-1-4-2,Vladislav Bezborodov,Match Report,,10,6,,0,0,2022,Akhmat Grozny,,
2023-05-28,19:00,Premier League,Matchweek 29,Sun,Away,L,2,3,Rostov,40,9717,Andrei Semyonov,4-2-3-1,4-3-3,Vitaly Meshkov,Match Report,,10,3,,0,0,2022,Akhmat Grozny,,
2023-06-03,17:00,Premier League,Matchweek 30,Sat,Home,D,2,2,Krasnodar,31,5987,Rizvan Utsiyev,4-4-2,4-2-3-1,Rafael Shafeev,Match Report,,9,3,,0,0,2022,Akhmat Grozny,,
2022-07-17,20:00,Premier League,Matchweek 1,Sun,Home,D,2,2,Fakel Voronezh,66,16125,Matvei Safonov,4-3-3,3-5-2,Sergey Karasev,Match Report,,21,6,,0,1,2022,Krasnodar,,
2022-07-23,20:00,Premier League,Matchweek 2,Sat,Home,L,1,4,Spartak Moscow,54,28738,Matvei Safonov,4-2-3-1,3-5-2,Kirill Levnikov,Match Report,,14,3,,1,1,2022,Krasnodar,,
2022-07-29,20:00 (18:00),Premier League,Matchweek 3,Fri,Away,W,3,1,Ural,46,2997,Matvei Safonov,4-2-3-1,5-3-2,Vladimir Moskalev,Match Report,,8,3,,2,2,2022,Krasnodar,,
2022-08-06,20:00,Premier League,Matchweek 4,Sat,Home,W,3,0,Loko Moscow,56,25266,Matvei Safonov,4-3-3,4-2-3-1,Vladislav Bezborodov,Match Report,,18,5,,0,0,2022,Krasnodar,,
2022-08-13,20:00,Premier League,Matchweek 5,Sat,Away,D,0,0,Dynamo Mosc,64,19430,Matvei Safonov,4-3-3,4-3-3,Sergey Karasev,Match Report,,15,2,,0,0,2022,Krasnodar,,
2022-08-21,20:00,Premier League,Matchweek 6,Sun,Home,W,2,0,Orenburg,66,21348,Matvei Safonov,4-3-3,3-4-3,Aleksey Amelin,Match Report,,20,5,,0,0,2022,Krasnodar,,
2022-08-28,17:30,Premier League,Matchweek 7,Sun,Away,W,4,1,Torpedo Moscow,56,2500,Matvei Safonov,4-3-3,5-4-1,Evgeny Kukulyak,Match Report,,21,10,,0,0,2022,Krasnodar,,
2022-09-03,18:30,Premier League,Matchweek 8,Sat,Home,W,2,1,Sochi,44,27097,Matvei Safonov,4-3-3,3-4-3,Pavel Shadykhanov,Match Report,,12,6,,0,0,2022,Krasnodar,,
2022-09-10,17:30,Premier League,Matchweek 9,Sat,Away,L,1,4,CSKA Moscow,64,14880,Matvei Safonov,4-3-3,3-4-3,Sergey Ivanov,Match Report,,6,2,,0,0,2022,Krasnodar,,
2022-09-18,16:30,Premier League,Matchweek 10,Sun,Home,W,3,1,FC Khimki,43,22259,Matvei Safonov,4-3-3,3-1-4-2,Vladislav Bezborodov,Match Report,,16,12,,0,0,2022,Krasnodar,,
2022-10-03,19:00,Premier League,Matchweek 11,Mon,Away,D,0,0,Samara,58,3685,Matvei Safonov,4-3-3,4-4-2,Aleksey Sukhoy,Match Report,,7,4,,0,0,2022,Krasnodar,,
2022-10-09,19:00,Premier League,Matchweek 12,Sun,Away,L,2,3,Rostov,47,8325,Matvei Safonov,4-3-3,4-3-3,Vitaly Meshkov,Match Report,,17,6,,0,0,2022,Krasnodar,,
2022-10-15,16:30,Premier League,Matchweek 13,Sat,Home,L,2,3,Akhmat Grozny,62,20139,Vyacheslav Litvinov,4-3-3,4-2-3-1,Yan Bobrovskiy,Match Report,,21,6,,0,0,2022,Krasnodar,,
2022-10-22,14:00,Premier League,Matchweek 14,Sat,Away,W,2,0,Nizhny Novgorod,62,4368,Matvei Safonov,4-3-3,3-4-3,Vasiliy Kazartsev,Match Report,,13,7,,0,0,2022,Krasnodar,,
2022-10-30,19:30,Premier League,Matchweek 15,Sun,Home,L,0,1,Zenit,39,33757,Matvei Safonov,4-3-3,4-3-3,Vladimir Moskalev,Match Report,,8,1,,0,0,2022,Krasnodar,,
2022-11-05,16:30,Premier League,Matchweek 16,Sat,Away,D,3,3,Fakel Voronezh,61,13578,Matvei Safonov,4-3-3,3-4-1-2,Sergey Karasev,Match Report,,15,6,,1,2,2022,Krasnodar,,
2022-11-13,16:00 (14:00),Premier League,Matchweek 17,Sun,Away,L,1,5,Orenburg,60,4852,Matvei Safonov,4-3-3,4-3-3,Kirill Levnikov,Match Report,,12,4,,0,0,2022,Krasnodar,,
2023-03-05,16:30,Premier League,Matchweek 18,Sun,Home,D,2,2,Torpedo Moscow,72,7965,Matvei Safonov,4-3-3,4-4-2,Evgeny Kukulyak,Match Report,,19,8,,0,0,2022,Krasnodar,,
2023-03-11,19:00,Premier League,Matchweek 19,Sat,Home,W,3,1,Dynamo Mosc,61,13256,Matvei Safonov,4-3-3,4-3-3,Artem Lyubimov,Match Report,,13,4,,0,0,2022,Krasnodar,,
2023-03-18,19:30,Premier League,Matchweek 20,Sat,Away,L,2,3,Loko Moscow,62,3335,Eduard Spertsyan,4-3-3,4-2-3-1,Kirill Levnikov,Match Report,,16,6,,0,0,2022,Krasnodar,,
2023-04-02,14:00,Premier League,Matchweek 21,Sun,Away,W,6,0,FC Khimki,53,1129,Matvei Safonov,4-3-3,3-5-2,Pavel Shadykhanov,Match Report,,16,12,,0,0,2022,Krasnodar,,
2023-04-09,19:00,Premier League,Matchweek 22,Sun,Home,W,3,1,Nizhny Novgorod,59,10677,Matvei Safonov,4-3-3,5-4-1,Sergei Cheban,Match Report,,7,4,,0,0,2022,Krasnodar,,
2023-04-15,17:30 (16:30),Premier League,Matchweek 23,Sat,Away,W,2,0,Sochi,54,3129,Matvei Safonov,4-3-3,3-4-3,Vitaly Meshkov,Match Report,,17,9,,0,0,2022,Krasnodar,,
2023-04-24,19:00,Premier League,Matchweek 24,Mon,Away,L,3,4,Spartak Moscow,50,6083,Matvei Safonov,4-3-3,3-4-1-2,Vladislav Bezborodov,Match Report,,12,6,,0,0,2022,Krasnodar,,
2023-04-29,19:00,Premier League,Matchweek 25,Sat,Home,D,1,1,Ural,63,10051,Matvei Safonov,4-3-3,4-4-2,Sergey Karasev,Match Report,,15,5,,0,0,2022,Krasnodar,,
2023-05-07,19:00,Premier League,Matchweek 26,Sun,Home,W,2,1,Samara,66,9874,Matvei Safonov,4-3-3,4-4-2,Aleksey Amelin,Match Report,,20,8,,0,0,2022,Krasnodar,,
2023-05-13,16:30,Premier League,Matchweek 27,Sat,Away,D,2,2,Zenit,35,25508,Matvei Safonov,4-3-3,4-3-3,Roman Safyan,Match Report,,8,3,,0,0,2022,Krasnodar,,
2023-05-21,19:00,Premier League,Matchweek 28,Sun,Home,W,3,0,Rostov,51,17069,Eduard Spertsyan,4-3-3,4-3-3,Artem Lyubimov,Match Report,,16,6,,0,0,2022,Krasnodar,,
2023-05-27,19:00,Premier League,Matchweek 29,Sat,Home,D,0,0,CSKA Moscow,56,23750,Eduard Spertsyan,4-4-2,3-4-3,Kirill Levnikov,Match Report,,10,2,,0,0,2022,Krasnodar,,
2023-06-03,17:00,Premier League,Matchweek 30,Sat,Away,D,2,2,Akhmat Grozny,69,5987,Matvei Safonov,4-2-3-1,4-4-2,Rafael Shafeev,Match Report,,5,2,,0,0,2022,Krasnodar,,
2022-07-16,19:30 (17:30),Premier League,Matchweek 1,Sat,Home,L,2,4,Samara,42,5155,Andrei Malykh,4-1-4-1,4-4-2,Pavel Shadykhanov,Match Report,,17,8,,0,0,2022,Orenburg,,
2022-07-23,19:30 (17:30),Premier League,Matchweek 2,Sat,Home,W,3,0,Ural,57,4956,Andrei Malykh,4-1-4-1,4-2-3-1,Yan Bobrovskiy,Match Report,,25,9,,0,0,2022,Orenburg,,
2022-07-31,17:30,Premier League,Matchweek 3,Sun,Away,L,1,4,Spartak Moscow,44,11303,Andrei Malykh,4-1-4-1,4-3-3,Artem Chistyakov,Match Report,,5,2,,0,0,2022,Orenburg,,
2022-08-07,20:00,Premier League,Matchweek 4,Sun,Away,L,1,2,Rostov,41,4458,Andrei Malykh,4-1-4-1,4-3-3,Vasiliy Kazartsev,Match Report,,11,4,,1,1,2022,Orenburg,,
2022-08-14,19:30 (17:30),Premier League,Matchweek 5,Sun,Home,W,1,0,Torpedo Moscow,55,7152,Vladimir Poluyakhtov,3-4-3,4-2-3-1,Artem Lyubimov,Match Report,,30,9,,0,0,2022,Orenburg,,
2022-08-21,20:00,Premier League,Matchweek 6,Sun,Away,L,0,2,Krasnodar,34,21348,Vladimir Poluyakhtov,3-4-3,4-3-3,Aleksey Amelin,Match Report,,13,7,,0,0,2022,Orenburg,,
2022-08-28,15:00,Premier League,Matchweek 7,Sun,Away,L,1,5,Loko Moscow,57,8872,Vladimir Poluyakhtov,3-4-3,4-2-3-1,Kirill Levnikov,Match Report,,19,8,,0,0,2022,Orenburg,,
2022-09-03,15:00 (13:00),Premier League,Matchweek 8,Sat,Home,W,3,1,FC Khimki,41,4936,Mikhail Sivakow,3-4-1-2,3-1-4-2,Sergey Ivanov,Match Report,,17,8,,0,0,2022,Orenburg,,
2022-09-11,17:30,Premier League,Matchweek 9,Sun,Away,L,0,8,Zenit,42,30943,Timur Ayupov,3-4-1-2,4-3-3,Evgeny Turbin,Match Report,,11,3,,0,0,2022,Orenburg,,
2022-09-18,14:00,Premier League,Matchweek 10,Sun,Away,W,2,0,Nizhny Novgorod,44,4244,Mikhail Sivakow,3-4-3,3-4-3,Aleksey Sukhoy,Match Report,,10,6,,0,0,2022,Orenburg,,
2022-10-01,16:00 (14:00),Premier League,Matchweek 11,Sat,Home,W,4,1,Sochi,41,3504,Mikhail Sivakow,3-4-3,3-4-3,Artem Lyubimov,Match Report,,20,10,,2,2,2022,Orenburg,,
2022-10-09,18:30 (16:30),Premier League,Matchweek 12,Sun,Home,W,2,1,Akhmat Grozny,52,4512,Mikhail Sivakow,3-4-3,4-2-3-1,Vladimir Moskalev,Match Report,,24,5,,0,0,2022,Orenburg,,
2022-10-15,19:30,Premier League,Matchweek 13,Sat,Away,L,2,3,Dynamo Mosc,53,11565,Mikhail Sivakow,4-1-3-2,4-4-2,Vasiliy Kazartsev,Match Report,,15,5,,0,0,2022,Orenburg,,
2022-10-23,16:00 (14:00),Premier League,Matchweek 14,Sun,Home,D,2,2,CSKA Moscow,56,7781,Andrei Malykh,4-3-3,3-4-3,Vladislav Bezborodov,Match Report,,15,6,,1,1,2022,Orenburg,,
2022-10-28,19:00 (17:00),Premier League,Matchweek 15,Fri,Home,W,4,1,Fakel Voronezh,50,3482,Andrei Malykh,4-3-3,3-4-3,Evgeny Kukulyak,Match Report,,22,9,,1,1,2022,Orenburg,,
2022-11-04,19:00,Premier League,Matchweek 16,Fri,Away,L,0,2,FC Khimki,58,1766,Mikhail Sivakow,4-3-3,4-3-3,Pavel Shadykhanov,Match Report,,23,8,,0,0,2022,Orenburg,,
2022-11-13,16:00 (14:00),Premier League,Matchweek 17,Sun,Home,W,5,1,Krasnodar,40,4852,Mikhail Sivakow,4-3-3,4-3-3,Kirill Levnikov,Match Report,,22,9,,0,0,2022,Orenburg,,
2023-03-04,16:30,Premier League,Matchweek 18,Sat,Away,L,1,3,Akhmat Grozny,45,4100,Andrei Malykh,4-3-3,4-2-3-1,Evgeny Turbin,Match Report,,10,3,,0,0,2022,Orenburg,,
2023-03-10,20:00 (19:00),Premier League,Matchweek 19,Fri,Away,W,4,0,Sochi,50,1711,Dmitry Vorobyev,4-3-3,3-4-3,Sergei Cheban,Match Report,,7,4,,0,0,2022,Orenburg,,
2023-03-18,14:00 (12:00),Premier League,Matchweek 20,Sat,Home,W,2,0,Spartak Moscow,33,4744,Mikhail Sivakow,4-3-3,4-3-3,Pavel Kukuyan,Match Report,,21,7,,0,0,2022,Orenburg,,
2023-04-02,15:00 (14:00),Premier League,Matchweek 21,Sun,Away,D,1,1,Samara,49,3840,Mikhail Sivakow,4-3-3,4-4-2,Sergey Ivanov,Match Report,,13,3,,0,0,2022,Orenburg,,
2023-04-10,19:00 (17:00),Premier League,Matchweek 22,Mon,Home,D,2,2,Rostov,52,4581,Mikhail Sivakow,4-3-3,3-4-3,Roman Safyan,Match Report,,14,8,,0,0,2022,Orenburg,,
2023-04-16,16:00 (14:00),Premier League,Matchweek 23,Sun,Home,L,1,4,Loko Moscow,59,3795,Mikhail Sivakow,4-3-3,4-2-3-1,Vasiliy Kazartsev,Match Report,,25,3,,0,0,2022,Orenburg,,
2023-04-22,16:30,Premier League,Matchweek 24,Sat,Away,W,3,1,Fakel Voronezh,51,9051,Timur Ayupov,4-4-2◆,3-4-1-2,Rafael Shafeev,Match Report,,16,6,,1,2,2022,Orenburg,,
2023-04-30,16:00 (14:00),Premier League,Matchweek 25,Sun,Home,W,1,0,Nizhny Novgorod,62,3349,Dmitry Vorobyev,4-4-2◆,5-3-2,Evgeny Turbin,Match Report,,15,6,,0,0,2022,Orenburg,,
2023-05-07,16:30,Premier League,Matchweek 26,Sun,Away,L,1,2,CSKA Moscow,51,3961,Timur Ayupov,4-3-3,3-4-3,Vladimir Moskalev,Match Report,,9,2,,0,0,2022,Orenburg,,
2023-05-13,14:00 (12:00),Premier League,Matchweek 27,Sat,Away,L,1,2,Ural,50,4790,Vladimir Poluyakhtov,4-3-3,4-2-3-1,Pavel Shadykhanov,Match Report,,12,3,,0,0,2022,Orenburg,,
2023-05-20,18:30 (16:30),Premier League,Matchweek 28,Sat,Home,D,2,2,Zenit,40,5653,Timur Ayupov,4-3-3,4-2-3-1,Aleksey Sukhoy,Match Report,,11,6,,0,0,2022,Orenburg,,
2023-05-27,16:30,Premier League,Matchweek 29,Sat,Away,W,3,1,Torpedo Moscow,66,982,Vladimir Poluyakhtov,4-3-3,5-3-2,Yan Bobrovskiy,Match Report,,21,7,,2,2,2022,Orenburg,,
2023-06-03,19:00 (17:00),Premier League,Matchweek 30,Sat,Home,W,3,0,Dynamo Mosc,52,4717,Dmitry Vorobyev,4-3-3,4-3-3,Sergey Ivanov,Match Report,,11,8,,0,0,2022,Orenburg,,
2022-07-17,17:30,Premier League,Matchweek 1,Sun,Home,D,1,1,Nizhny Novgorod,73,7379,Dmitri Barinov,4-3-3,3-4-3,Vasiliy Kazartsev,Match Report,,30,5,,0,0,2022,Lokomotiv Moscow,,
2022-07-24,20:00,Premier League,Matchweek 2,Sun,Home,D,2,2,Rostov,46,9435,Dmitri Barinov,4-2-3-1,4-3-3,Aleksey Sukhoy,Match Report,,8,6,,1,1,2022,Lokomotiv Moscow,,
2022-07-30,17:30,Premier League,Matchweek 3,Sat,Away,L,0,5,Zenit,37,35163,Dmitri Barinov,4-2-3-1,4-3-3,Sergey Karasev,Match Report,,9,3,,0,0,2022,Lokomotiv Moscow,,
2022-08-06,20:00,Premier League,Matchweek 4,Sat,Away,L,0,3,Krasnodar,44,25266,Tin Jedvaj,4-2-3-1,4-3-3,Vladislav Bezborodov,Match Report,,6,4,,0,0,2022,Lokomotiv Moscow,,
2022-08-13,15:00,Premier League,Matchweek 5,Sat,Home,D,1,1,Samara,61,8540,Dmitri Barinov,4-2-3-1,4-4-2,Evgeny Kukulyak,Match Report,,19,8,,1,2,2022,Lokomotiv Moscow,,
2022-08-20,15:00,Premier League,Matchweek 6,Sat,Away,W,3,0,FC Khimki,39,2320,Dmitri Barinov,4-2-3-1,3-4-3,Ivan Sidenkov,Match Report,,9,6,,0,0,2022,Lokomotiv Moscow,,
2022-08-28,15:00,Premier League,Matchweek 7,Sun,Home,W,5,1,Orenburg,43,8872,Dmitri Barinov,4-2-3-1,3-4-3,Kirill Levnikov,Match Report,,21,10,,1,1,2022,Lokomotiv Moscow,,
2022-09-04,17:30,Premier League,Matchweek 8,Sun,Home,L,1,2,Akhmat Grozny,71,7862,Dmitri Barinov,4-2-3-1,4-2-3-1,Evgeny Turbin,Match Report,,18,9,,1,1,2022,Lokomotiv Moscow,,
2022-09-11,15:00,Premier League,Matchweek 9,Sun,Away,L,0,2,Fakel Voronezh,62,19096,Dmitri Barinov,4-2-3-1,3-5-2,Vladislav Bezborodov,Match Report,,12,2,,0,0,2022,Lokomotiv Moscow,,
2022-09-18,19:00,Premier League,Matchweek 10,Sun,Away,L,0,1,Spartak Moscow,49,13969,Dmitri Barinov,4-2-3-1,4-3-1-2,Kirill Levnikov,Match Report,,7,3,,0,0,2022,Lokomotiv Moscow,,
2022-10-01,19:00,Premier League,Matchweek 11,Sat,Home,L,2,4,Ural,41,4918,Tin Jedvaj,4-2-3-1,4-2-3-1,Sergey Ivanov,Match Report,,10,4,,0,0,2022,Lokomotiv Moscow,,
2022-10-08,19:00,Premier League,Matchweek 12,Sat,Away,L,0,4,Sochi,48,3366,Dmitri Barinov,4-2-3-1,3-4-3,Evgeny Turbin,Match Report,,10,1,,0,0,2022,Lokomotiv Moscow,,
2022-10-15,14:00,Premier League,Matchweek 13,Sat,Away,W,1,0,Torpedo Moscow,53,5405,Dmitri Barinov,4-2-3-1,3-4-3,Evgeny Kukulyak,Match Report,,12,5,,0,0,2022,Lokomotiv Moscow,,
2022-10-22,19:00,Premier League,Matchweek 14,Sat,Home,L,1,3,Dynamo Mosc,45,8315,Dmitri Barinov,4-4-2,4-4-2,Pavel Kukuyan,Match Report,,3,2,,0,0,2022,Lokomotiv Moscow,,
2022-10-29,19:00,Premier League,Matchweek 15,Sat,Home,L,0,1,CSKA Moscow,63,11035,Dmitri Barinov,4-2-3-1,3-4-3,Artem Lyubimov,Match Report,,17,1,,0,0,2022,Lokomotiv Moscow,,
2022-11-06,16:00 (14:00),Premier League,Matchweek 16,Sun,Away,D,2,2,Ural,43,3551,Dmitri Barinov,3-4-1-2,4-3-3,Vladislav Bezborodov,Match Report,,8,3,,0,0,2022,Lokomotiv Moscow,,
2022-11-12,19:30,Premier League,Matchweek 17,Sat,Home,L,1,2,Spartak Moscow,48,14273,Dmitri Barinov,3-1-4-2,4-3-2-1,Vladimir Moskalev,Match Report,,13,6,,0,0,2022,Lokomotiv Moscow,,
2023-03-04,19:30,Premier League,Matchweek 18,Sat,Away,W,3,1,Rostov,57,4907,Dmitri Barinov,3-1-4-2,3-4-3,Sergey Karasev,Match Report,,17,7,,0,0,2022,Lokomotiv Moscow,,
2023-03-11,16:30,Premier League,Matchweek 19,Sat,Away,W,1,0,Akhmat Grozny,36,6322,Artem Dzyuba,4-2-3-1,4-2-3-1,Pavel Kukuyan,Match Report,,6,1,,0,0,2022,Lokomotiv Moscow,,
2023-03-18,19:30,Premier League,Matchweek 20,Sat,Home,W,3,2,Krasnodar,39,3335,Dmitri Barinov,4-2-3-1,4-3-3,Kirill Levnikov,Match Report,,18,6,,0,1,2022,Lokomotiv Moscow,,
2023-04-01,14:00,Premier League,Matchweek 21,Sat,Away,W,4,0,Nizhny Novgorod,49,6355,Dmitri Barinov,4-2-3-1,4-3-3,Rafael Shafeev,Match Report,,12,6,,0,0,2022,Lokomotiv Moscow,,
2023-04-09,20:00,Premier League,Matchweek 22,Sun,Home,L,1,2,Zenit,43,10859,Dmitri Barinov,4-2-3-1,4-3-3,Pavel Kukuyan,Match Report,,8,1,,0,0,2022,Lokomotiv Moscow,,
2023-04-16,16:00 (14:00),Premier League,Matchweek 23,Sun,Away,W,4,1,Orenburg,41,3795,Dmitri Barinov,4-2-3-1,4-3-3,Vasiliy Kazartsev,Match Report,,11,4,,0,1,2022,Lokomotiv Moscow,,
2023-04-23,19:30,Premier League,Matchweek 24,Sun,Away,D,1,1,CSKA Moscow,39,8315,Dmitri Barinov,4-2-3-1,3-4-3,Sergey Karasev,Match Report,,8,2,,0,0,2022,Lokomotiv Moscow,,
2023-04-30,19:00,Premier League,Matchweek 25,Sun,Home,W,5,1,FC Khimki,59,3720,Dmitri Barinov,4-2-3-1,3-5-2,Vladislav Bezborodov,Match Report,,17,10,,1,1,2022,Lokomotiv Moscow,,
2023-05-08,17:00,Premier League,Matchweek 26,Mon,Home,W,3,0,Sochi,52,5192,Dmitri Barinov,4-2-3-1,3-4-3,Aleksey Sukhoy,Match Report,,14,7,,0,0,2022,Lokomotiv Moscow,,
2023-05-14,15:00 (14:00),Premier League,Matchweek 27,Sun,Away,D,1,1,Samara,55,6155,Dmitri Barinov,4-2-3-1,4-4-2,Artem Lyubimov,Match Report,,7,2,,0,0,2022,Lokomotiv Moscow,,
2023-05-20,14:00,Premier League,Matchweek 28,Sat,Home,W,1,0,Fakel Voronezh,69,5999,Dmitri Barinov,4-2-3-1,3-4-1-2,Aleksey Amelin,Match Report,,9,3,,0,0,2022,Lokomotiv Moscow,,
2023-05-28,16:30,Premier League,Matchweek 29,Sun,Away,W,4,2,Dynamo Mosc,53,15490,Artem Dzyuba,4-2-3-1,4-2-2-2,Roman Safyan,Match Report,,19,8,,0,0,2022,Lokomotiv Moscow,,
2023-06-03,17:00,Premier League,Matchweek 30,Sat,Home,W,3,1,Torpedo Moscow,56,5667,Dmitri Barinov,4-2-3-1,4-2-3-1,Sergei Cheban,Match Report,,18,8,,0,1,2022,Lokomotiv Moscow,,
2022-07-17,20:00,Premier League,Matchweek 1,Sun,Home,D,1,1,Rostov,33,15124,Daniil Fomin,4-3-3,4-3-3,Pavel Kukuyan,Match Report,,9,3,,0,0,2022,Dynamo Moscow,,
2022-07-24,17:30,Premier League,Matchweek 2,Sun,Home,W,4,0,Torpedo Moscow,55,13884,Daniil Fomin,4-3-3,5-4-1,Vladislav Bezborodov,Match Report,,8,5,,2,2,2022,Dynamo Moscow,,
